GENE_SYMBOL,baseMean,logFC,lfcSE,stat,pvalue,Adj.p.values,log10Adj.p.values
MAPK6,2724.680579,-0.182176648,0.096858255,1.880858244,0.059991205,0.407364053,0.390017297
MBTPS1,1831.966805,0.17670427,0.093994817,-1.879936316,0.060116758,0.407364053,0.390017297
UBE2G1,569.2914529,-0.303030789,0.161090116,1.881125899,0.059954795,0.407364053,0.390017297
CRLF3,246.4902628,0.318510956,0.16943811,-1.879807059,0.060134378,0.407364053,0.390017297
R3HDM4,563.7847031,0.237909193,0.126498269,-1.88073082,0.060008545,0.407364053,0.390017297
DHPS,417.4224678,0.258123846,0.137219108,-1.881107161,0.059957343,0.407364053,0.390017297
CHCHD5,153.8793233,0.426438204,0.226847876,-1.879842169,0.060129591,0.407364053,0.390017297
PLCD4,120.956631,-0.422392025,0.224400175,1.882315938,0.059793132,0.407364053,0.390017297
PCGF3,1103.000682,0.185433262,0.098534346,-1.881914985,0.059847559,0.407364053,0.390017297
NCS1,1938.264275,0.197426115,0.104947773,-1.881184417,0.059946837,0.407364053,0.390017297
TMEM164,837.7423141,0.1992124,0.105896169,-1.881204967,0.059944042,0.407364053,0.390017297
CWC22,712.342062,-0.215203725,0.114521108,1.879162089,0.060222364,0.407735568,0.389621402
FAM200B,171.6395063,-0.435123235,0.231634726,1.87848879,0.060314329,0.407909224,0.389436474
RAB24,222.2880858,0.332886056,0.177194737,-1.878645275,0.060292945,0.407909224,0.389436474
ETV3,310.301657,0.293122095,0.156067485,-1.878175292,0.060357189,0.407917839,0.389427302
RAPGEF3,225.923647,0.357244521,0.190226609,-1.877994479,0.06038192,0.407917839,0.389427302
FAM210B,995.4844877,-0.224793511,0.119731358,1.877482339,0.060452016,0.407943333,0.38940016
IFT80,213.2786956,-0.436382849,0.23242743,1.877501503,0.060449392,0.407943333,0.38940016
GMPPA,401.5081906,0.250955412,0.133725525,-1.876645554,0.060566689,0.408493099,0.388815276
DRG2,301.4389348,0.298894638,0.159407124,-1.875039394,0.060787304,0.408753283,0.388538746
MANF,2575.949704,0.185427445,0.098861972,-1.875619522,0.060707544,0.408753283,0.388538746
LINC00472,19.58454353,0.924412067,0.492929094,-1.875344909,0.060745289,0.408753283,0.388538746
TPBG,1548.150742,0.190153969,0.101376337,-1.87572342,0.060693268,0.408753283,0.388538746
UTRN,1587.516843,-0.178329046,0.095081452,1.875539789,0.060718501,0.408753283,0.388538746
PRR15,37.39105669,-0.674330523,0.35965954,1.87491349,0.060804626,0.408753283,0.388538746
TLR3,117.2275375,-0.388327299,0.207156035,1.874564257,0.060852694,0.408853002,0.388432809
CSNK1G1,1741.054972,-0.185189782,0.098826074,1.873895965,0.060944766,0.409248094,0.388013335
DPP3,989.5710332,0.208516114,0.111316286,-1.873186054,0.061042697,0.40949731,0.387748947
MROH1,273.120341,0.376325567,0.2009058,-1.873144362,0.061048453,0.40949731,0.387748947
ANP32E,847.9092473,-0.22445548,0.119928058,1.871584383,0.061264126,0.410594328,0.386587054
PJA1,779.3325138,0.206945353,0.11057852,-1.871478766,0.06127875,0.410594328,0.386587054
TMEM19,240.5212919,-0.287185603,0.153513514,1.870751286,0.061379563,0.410654182,0.38652375
ISCA2,138.4603189,-0.381795063,0.204119248,1.870451057,0.061421207,0.410654182,0.38652375
CNOT1,5463.105633,-0.166733645,0.08913509,1.870572462,0.061404365,0.410654182,0.38652375
FUNDC1,320.4146919,-0.2821693,0.150847001,1.870566196,0.061405234,0.410654182,0.38652375
NUP133,664.6422096,-0.255733915,0.136811143,1.869247707,0.06158836,0.410944722,0.386216593
KMO,72.59669192,0.517360357,0.276697077,-1.869771677,0.061515531,0.410944722,0.386216593
INO80C,215.7942401,0.309522364,0.165592916,-1.869176359,0.061598282,0.410944722,0.386216593
TSPYL4,242.8277457,-0.292857823,0.156669112,1.869276076,0.061584415,0.410944722,0.386216593
TMEM38A,74.81180123,-0.481468418,0.257630763,1.868831235,0.061646298,0.411042143,0.386113649
C19orf21,1159.742112,0.261845215,0.140188592,-1.867806873,0.061788995,0.411547492,0.385580041
Sep.10,883.3168074,-0.228410652,0.122276004,1.867992451,0.061763123,0.411547492,0.385580041
TRIM11,450.4853626,0.232121046,0.124377808,-1.86625773,0.062005316,0.412764823,0.384297322
ETNK1,103.5908365,-0.438125445,0.235043348,1.864019757,0.06231893,0.413399884,0.38362965
KLHL25,100.690121,0.451421773,0.242223321,-1.863659414,0.062369548,0.413399884,0.38362965
RHBDF2,612.8596505,0.304493543,0.163355277,-1.863995757,0.0623223,0.413399884,0.38362965
ACTG1,28932.78496,0.212350152,0.113871102,-1.864829165,0.062205354,0.413399884,0.38362965
TRAPPC8,424.1440195,-0.327272262,0.175456873,1.86525758,0.062145308,0.413399884,0.38362965
SLC35E1,1220.487756,0.186128506,0.099855821,-1.863972521,0.062325563,0.413399884,0.38362965
GCC2,762.7242073,-0.232732364,0.124841329,1.864225294,0.062290073,0.413399884,0.38362965
MITF,318.2244706,-0.31191116,0.167347047,1.863858159,0.062341626,0.413399884,0.38362965
PEAR1,295.012726,0.265279211,0.142406642,-1.862828913,0.062486341,0.413950977,0.383051088
DR1,687.4084492,-0.222283575,0.119454638,1.860819952,0.062769607,0.414933748,0.382021241
H19,163.4947288,-0.42246022,0.227016004,1.860927041,0.06275448,0.414933748,0.382021241
BMP4,36.0520685,-0.660805308,0.355099408,1.860902308,0.062757974,0.414933748,0.382021241
FTL,28793.36286,0.154982986,0.08326804,-1.861254158,0.062708294,0.414933748,0.382021241
ERI2,192.4697075,-0.337075688,0.181206515,1.860174219,0.062860881,0.415313943,0.381623488
ZNF710,444.6428282,0.273602223,0.147167446,-1.859121911,0.06300986,0.416074772,0.380828616
IPO4,411.8492198,0.256188372,0.137899504,-1.857790381,0.063198788,0.417098437,0.379761438
IGHMBP2,211.8980143,0.317259896,0.170806621,-1.857421534,0.063251205,0.417208941,0.379646393
GAB2,345.5874905,0.259543825,0.139768356,-1.856956993,0.063317273,0.417208941,0.379646393
RBM41,551.9017191,-0.32697171,0.176061977,1.857139831,0.063291263,0.417208941,0.379646393
NUCB2,370.606861,-0.302913852,0.163267611,1.855321158,0.063550379,0.417315513,0.379535471
FCF1,924.9525272,-0.20453375,0.110248098,1.855213412,0.063565757,0.417315513,0.379535471
KIAA1737,229.9383911,-0.325938103,0.175691075,1.855177351,0.063570905,0.417315513,0.379535471
ZNF579,61.50671185,-0.51117656,0.275427933,1.855935795,0.06346271,0.417315513,0.379535471
KIAA1656,41.06473997,0.642194005,0.345950754,-1.856316246,0.063408495,0.417315513,0.379535471
CMYA5,40.3107051,-0.642262805,0.34593544,1.856597301,0.063368468,0.417315513,0.379535471
MAGI2.AS3,142.7375593,-0.464994182,0.250603078,1.855500685,0.063524761,0.417315513,0.379535471
CAND1,1574.656113,-0.255978011,0.138068326,1.853995185,0.063739849,0.417758949,0.379074238
PATZ1,107.0790929,-0.427598573,0.2306076,1.854225852,0.063706855,0.417758949,0.379074238
OSTC,761.2014944,-0.214804467,0.115860526,1.853991817,0.063740331,0.417758949,0.379074238
NOC2L,2248.400906,0.180223458,0.097277756,-1.852668736,0.063929854,0.417945401,0.378880449
SH3D21,450.8084516,0.248789968,0.134278397,-1.852792216,0.063912146,0.417945401,0.378880449
GPR161,433.2728879,0.239305695,0.129172372,-1.852607422,0.063938648,0.417945401,0.378880449
LAMA1,128.3448804,-0.389087194,0.210020704,1.85261351,0.063937775,0.417945401,0.378880449
S1PR5,325.9512268,-0.265535558,0.143278657,1.853280609,0.063842149,0.417945401,0.378880449
ITPR1,201.1206726,-0.31864957,0.172077514,1.851779249,0.064057529,0.418500115,0.378304418
PVRL2,844.2545794,0.266881121,0.144193187,-1.850858049,0.064189977,0.419142835,0.377637953
MPP2,19.95842661,-0.905121762,0.489147955,1.850404878,0.064255216,0.419346246,0.37742724
KIF11,150.7564921,-0.399895516,0.216221666,1.849470149,0.064389954,0.419357871,0.377415201
C12orf44,407.5158896,0.252715577,0.136600099,-1.850039483,0.064307859,0.419357871,0.377415201
MPPE1,228.9069777,-0.298404665,0.161348084,1.849446598,0.064393352,0.419357871,0.377415201
RANBP2,2802.78727,-0.225424293,0.121879651,1.84956464,0.064376323,0.419357871,0.377415201
MAFK,340.2102452,0.309544072,0.167431317,-1.848782403,0.064489239,0.419760117,0.376998828
ZNF622,444.6843757,0.234239251,0.126763604,-1.847843094,0.064625045,0.420199419,0.376544552
DOPEY1,398.9335063,-0.266164606,0.144025475,1.848038381,0.064596791,0.420199419,0.376544552
IDH1,2478.693376,-0.16863151,0.091275959,1.847490974,0.064676015,0.420308683,0.376431638
TM4SF1,2765.459628,-0.195347686,0.105772677,1.846863407,0.064766939,0.420677344,0.376050877
VPS18,689.4254441,0.209144623,0.1132611,-1.846570657,0.06480939,0.420730933,0.375995557
TMEM92,203.3488413,0.316698863,0.171616187,-1.845390392,0.06498077,0.421621007,0.375077759
SNF8,927.9914055,0.207022185,0.112276004,-1.843868475,0.06520231,0.422211033,0.374470422
ATP5SL,646.5216441,0.265783539,0.144133021,-1.844015602,0.065180866,0.422211033,0.374470422
PDCD1LG2,27.52558316,0.919799504,0.498726213,-1.844297495,0.065139796,0.422211033,0.374470422
NFIB,577.6678786,-0.22475674,0.121897156,1.843822673,0.065208987,0.422211033,0.374470422
TMTC4,98.48401252,-0.421578926,0.228680993,1.843524123,0.065252523,0.422270667,0.374409086
AKR1A1,548.1943817,0.23367484,0.126794386,-1.842943111,0.065337317,0.422597095,0.374073493
CYTH1,1226.762156,0.210355694,0.114173036,-1.842428832,0.065412448,0.42286071,0.373802665
GYG1,413.1141787,-0.239824968,0.13020511,1.841901353,0.065489581,0.423136986,0.373519012
ZBTB17,291.0898468,0.354168232,0.192336988,-1.84139429,0.065563799,0.42339415,0.373255147
FOXA1,784.8377807,0.195560816,0.106251335,-1.840549261,0.065687639,0.42397132,0.372663521
ABCD3,493.264934,-0.305979823,0.166332527,1.839566971,0.065831837,0.424603448,0.372016483
CSNK1A1,2819.409437,-0.201186369,0.109376137,1.8393991,0.065856506,0.424603448,0.372016483
AKAP9,1374.043721,-0.228126734,0.124053214,1.838942544,0.065923637,0.424603448,0.372016483
KIAA2026,391.5515439,-0.267450986,0.145421127,1.839148077,0.065893409,0.424603448,0.372016483
SERPINB5,7708.532714,-0.192885681,0.104906871,1.838637261,0.065968557,0.424629561,0.371989775
TPD52L2,2439.492976,0.18443683,0.100322141,-1.838445907,0.065996726,0.424629561,0.371989775
TWF1,1154.097201,-0.210667057,0.114620338,1.837955294,0.066068993,0.424824212,0.371790739
MLX,838.140665,0.204371296,0.111206027,-1.837771759,0.066096045,0.424824212,0.371790739
FOXC1,791.2264075,-0.202811098,0.110371427,1.83753263,0.066131304,0.424828878,0.371785969
HAGH,335.3013617,0.273354825,0.148805719,-1.836991397,0.066211165,0.42493234,0.371680215
ASH2L,678.7317673,-0.20964962,0.114128862,1.836955311,0.066216493,0.42493234,0.371680215
HCAR2,521.1653077,0.239095042,0.13024869,-1.835680966,0.066404855,0.425918938,0.370673049
TPP2,648.7195825,-0.233364334,0.127213876,1.834425147,0.06659091,0.426001752,0.370588615
KATNB1,203.363583,0.355534639,0.193734844,-1.83516105,0.06648183,0.426001752,0.370588615
ZC3H7B,2259.550973,0.199177231,0.108540383,-1.835051857,0.066498006,0.426001752,0.370588615
RABGAP1,1301.91812,-0.185784451,0.101269861,1.834548299,0.066572645,0.426001752,0.370588615
SHROOM4,210.4522647,-0.355370233,0.193681805,1.834814747,0.066533143,0.426001752,0.370588615
CABLES2,85.97125875,-0.442227303,0.241289137,1.832769223,0.066836898,0.42735318,0.36921306
RASA3,134.7014634,0.370181988,0.202045154,-1.832174541,0.066925421,0.427474831,0.369089451
SORBS2,95.70405025,-0.435509182,0.237676575,1.832360561,0.06689772,0.427474831,0.369089451
COBLL1,1059.484195,-0.21561805,0.117702705,1.831886952,0.066968265,0.427526515,0.369036945
YY1AP1,1057.455393,0.225533845,0.12320906,-1.830497243,0.067175619,0.428076276,0.36847884
BAG3,3518.99605,-0.154469622,0.084490796,1.828242013,0.067513238,0.428076276,0.36847884
LMO7,2775.729044,0.158388799,0.086554925,-1.829922423,0.06726154,0.428076276,0.36847884
DDHD1,231.2320443,-0.293126908,0.160371976,1.827793824,0.067580501,0.428076276,0.36847884
DNAJA3,731.1201462,0.203382147,0.111176632,-1.829360567,0.067345611,0.428076276,0.36847884
BLMH,452.5094103,-0.25450869,0.139177215,1.828666358,0.067449605,0.428076276,0.36847884
MRC2,490.9124348,-0.303848055,0.166087967,1.829440511,0.067333644,0.428076276,0.36847884
TMEM150A,205.2849129,0.314923263,0.172195706,-1.828868269,0.067419345,0.428076276,0.36847884
CTSA,1745.789223,-0.182140856,0.099639528,1.827997981,0.067549855,0.428076276,0.36847884
RNF123,595.2914417,0.23944035,0.130766661,-1.831050421,0.067093018,0.428076276,0.36847884
ELF2,230.472335,-0.337344437,0.184580408,1.827628616,0.067605308,0.428076276,0.36847884
CBR4,709.778444,-0.253602393,0.138718816,1.828175873,0.067523161,0.428076276,0.36847884
UQCRB,8694.869869,-0.163987046,0.089586981,1.830478527,0.067178415,0.428076276,0.36847884
NIPAL2,262.8042888,-0.294458145,0.16100991,1.828820006,0.067426577,0.428076276,0.36847884
SLC35A2,585.5756255,0.240864706,0.131735808,-1.828392072,0.06749073,0.428076276,0.36847884
EDA2R,140.0431045,-0.372160474,0.203634575,1.827589807,0.067611137,0.428076276,0.36847884
NMB,46.17065966,0.595983819,0.326234893,-1.82685492,0.067721586,0.428555015,0.367993418
TM9SF1,738.5569691,0.197244948,0.107996472,-1.826401765,0.067789766,0.428565868,0.36798242
SAP30BP,1821.426039,0.203233819,0.111276826,-1.826380446,0.067792975,0.428565868,0.36798242
PCMTD1,526.2967563,-0.249933824,0.136915328,1.825462703,0.067931235,0.429219336,0.367320722
FIGN,90.08244654,-0.480269193,0.263284742,1.824143656,0.068130357,0.429634521,0.36690083
RWDD2A,46.89838695,0.608200249,0.333373241,-1.824382327,0.068094292,0.429634521,0.36690083
CPNE3,1390.506977,-0.227643565,0.124797601,1.824102085,0.06813664,0.429634521,0.36690083
FAM120AOS,357.0286227,-0.248776689,0.13633451,1.824752142,0.068038441,0.429634521,0.36690083
NPL,57.63869591,-0.565960184,0.310476342,1.822877,0.068322022,0.430582744,0.365943379
LOC253039,102.8322055,-0.406615944,0.223126615,1.822355187,0.068401109,0.430860445,0.365663374
CYC1,604.7215432,0.25735669,0.141241492,-1.822104015,0.068439205,0.430879783,0.365643883
NAT9,398.9511773,0.252069182,0.138357528,-1.821868213,0.068474985,0.430884532,0.365639096
MRPL51,2965.313138,-0.182263742,0.100088314,1.821029188,0.06860242,0.431396995,0.365122884
DHX36,505.9292605,-0.269178243,0.147829435,1.820870409,0.068626558,0.431396995,0.365122884
ZNF138,71.30683443,-0.54407016,0.298866148,1.820447593,0.06869087,0.431477251,0.365042097
EFNB1,2678.776252,0.209339179,0.115000969,-1.820325352,0.068709473,0.431477251,0.365042097
NUPR1,1421.842916,-0.194402822,0.106850102,1.819397621,0.068850789,0.432144087,0.364371425
HMHA1,27.73387855,0.804311346,0.442321875,-1.818384737,0.06900535,0.432452272,0.364061817
EIF6,1532.296133,0.1844563,0.101432174,-1.81851865,0.068984899,0.432452272,0.364061817
JPH1,206.386202,-0.327817507,0.180261903,1.818562332,0.068978229,0.432452272,0.364061817
LZTR1,757.287041,0.246978098,0.135856363,-1.817935447,0.069074,0.43266209,0.363851156
TRAPPC11,584.6726042,-0.245879538,0.135289963,1.817426303,0.069151863,0.432929375,0.363582946
MTIF2,942.6722192,-0.200149927,0.110149044,1.817082749,0.069204444,0.433038183,0.363473808
GTPBP4,1963.437709,0.186190628,0.10250377,-1.816427126,0.069304877,0.433446162,0.363064838
UBR4,4197.125513,0.148110426,0.081599666,-1.815086183,0.069510666,0.434291628,0.362218543
PNKD,370.7652599,0.27898941,0.153699328,-1.815163496,0.069498788,0.434291628,0.362218543
ZNF365,50.85669323,-0.579559961,0.319485642,1.814040708,0.069671459,0.434854533,0.361655998
LOC439994,19.23455156,-0.876315308,0.483062873,1.814081268,0.069665215,0.434854533,0.361655998
RPS6KL1,20.41541003,0.861277313,0.474844266,-1.813810076,0.069706971,0.434855555,0.361654978
KLHL5,2052.320803,0.168854264,0.093114126,-1.813411903,0.069768315,0.435017644,0.361493128
ZSCAN31,970.751069,-0.215480692,0.118847063,1.813092271,0.069817591,0.43510436,0.361406565
TPM3,5166.486048,0.172476203,0.095204326,-1.811642502,0.070041453,0.435176746,0.36133432
FGD6,1054.440002,0.186242487,0.102749506,-1.812587671,0.069895441,0.435176746,0.36133432
MIS18BP1,187.7897622,-0.390429766,0.215487573,1.811843537,0.070010376,0.435176746,0.36133432
CRCP,551.1178207,0.209129613,0.115404595,-1.812142872,0.069964123,0.435176746,0.36133432
SULF1,30.52416816,-0.752646123,0.415345696,1.812095636,0.069971421,0.435176746,0.36133432
MRPS2,480.0206937,0.275270977,0.151921423,-1.811929954,0.06999702,0.435176746,0.36133432
SNTB1,38.04056393,-0.673934074,0.372096219,1.811182268,0.070112642,0.435399153,0.36111242
FAM96B,267.4970544,0.309475975,0.170962506,-1.810197935,0.070265098,0.435905815,0.360607337
PRICKLE2,331.1590542,-0.255921639,0.141376315,1.810215795,0.070262329,0.435905815,0.360607337
RBMS3,113.9617363,-0.391398717,0.216246116,1.809968776,0.070300629,0.435906423,0.360606732
NPHP4,132.1469949,0.365363045,0.202211143,-1.806839325,0.070787335,0.436233678,0.360280809
PPT1,955.4600944,-0.195994818,0.108658654,1.803766298,0.071267951,0.436233678,0.360280809
SLC29A3,176.5379641,-0.322055236,0.178311629,1.80613703,0.070896938,0.436233678,0.360280809
CRYAB,181.0610585,-0.342793685,0.189887909,1.805242299,0.071036774,0.436233678,0.360280809
VWA5A,543.5796042,-0.21406987,0.118355224,1.808706563,0.070496603,0.436233678,0.360280809
TM7SF3,4706.076636,-0.159095749,0.088184145,1.804130999,0.071210773,0.436233678,0.360280809
PPM1A,545.0443004,-0.26238654,0.145089781,1.808442589,0.070537645,0.436233678,0.360280809
LPCAT4,893.0105153,0.205057616,0.113430944,-1.80777492,0.070641539,0.436233678,0.360280809
CASC4,924.8363853,-0.202116126,0.111953916,1.805351103,0.071019758,0.436233678,0.360280809
PHB,2116.688471,0.198873168,0.110257293,-1.803718949,0.071275377,0.436233678,0.360280809
FAM117A,156.1407966,0.364083104,0.201366769,-1.808059517,0.070597238,0.436233678,0.360280809
FTSJ3,1683.959395,0.171326454,0.094832417,-1.806623291,0.070821035,0.436233678,0.360280809
P4HB,18221.50567,0.178341993,0.098754806,-1.80590698,0.070932871,0.436233678,0.360280809
VAV1,45.18181119,0.598419023,0.331088748,-1.807427846,0.070695595,0.436233678,0.360280809
DIS3L2,326.3196771,0.26234583,0.145137808,-1.807563674,0.070674436,0.436233678,0.360280809
MGME1,255.6594294,-0.28501576,0.157715947,1.807146111,0.070739501,0.436233678,0.360280809
BPIFA1,33.09672947,0.692580071,0.383763844,-1.804703809,0.071121044,0.436233678,0.360280809
KCNJ15,682.6360462,0.239946645,0.132966694,-1.804562022,0.071143246,0.436233678,0.360280809
NXPE3,312.8701303,-0.263754194,0.14586355,1.808225528,0.070571407,0.436233678,0.360280809
HAUS3,148.8698495,-0.41455321,0.229808081,1.8039105,0.071245339,0.436233678,0.360280809
LARP1,4719.311125,0.160522185,0.08891453,-1.80535381,0.071019334,0.436233678,0.360280809
FOXQ1,102.6088134,-0.498131799,0.275313053,1.809328669,0.070399958,0.436233678,0.360280809
PRRC2A,4085.741976,0.178580757,0.098925129,-1.805211267,0.071041629,0.436233678,0.360280809
LOC100506895,49.68325256,-0.583209691,0.323174256,1.804629178,0.071132729,0.436233678,0.360280809
ZNF277,181.6035307,-0.475538458,0.263420304,1.805246028,0.071036191,0.436233678,0.360280809
TLN1,6839.101792,0.154836445,0.08571512,-1.80640761,0.070854694,0.436233678,0.360280809
IMPA2,83.46710395,-0.499601475,0.27712664,1.802791228,0.071421008,0.43690763,0.359610371
UFC1,1151.540767,0.202462198,0.112353643,-1.802008304,0.071544099,0.437225786,0.359294233
PLTP,542.4438935,0.2449495,0.135928762,-1.802043195,0.07153861,0.437225786,0.359294233
UTP14C,465.1234933,-0.243153688,0.135014335,1.800947201,0.071711202,0.4380294,0.358496739
TBC1D10B,686.7678513,0.203998193,0.113364716,-1.799485763,0.071941874,0.439220315,0.357317581
EXOC1,857.2218819,-0.25217588,0.140157878,1.799227293,0.071982734,0.439251782,0.357286468
MAP4K3,454.3082082,-0.250926928,0.139485151,1.798950831,0.072026459,0.439300692,0.357238113
